"year","prime_age","race_ethnicity","empstat","poverty","gender","provider_status","population"
1990,"Prime Age","American Indian","NILF","Below Poverty","female","other",1803.08
1990,"Prime Age","American Indian","NILF","Below Poverty","female","with_children",22266.48
1990,"Prime Age","American Indian","NILF","Below Poverty","female","without_children",9685.72
1990,"Prime Age","American Indian","NILF","Below Poverty","male","other",1218.7
1990,"Prime Age","American Indian","NILF","Below Poverty","male","with_children",3030.4
1990,"Prime Age","American Indian","NILF","Below Poverty","male","without_children",10920.5
1990,"Prime Age","American Indian","Unemployed","100-124 Percent of Poverty","male","with_children",1900.07
1990,"Prime Age","American Indian","Unemployed","100-124 Percent of Poverty","male","without_children",482.3
1990,"Prime Age","American Indian","Unemployed","125-149 Percent of Poverty","male","with_children",399.56
1990,"Prime Age","American Indian","Unemployed","125-149 Percent of Poverty","male","without_children",2290.68
1990,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","female","with_children",1332.57
1990,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","female","without_children",7479.37
1990,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","male","other",2621.25
1990,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","male","with_children",4414.94
1990,"Prime Age","American Indian","Unemployed","150+ Percent of Poverty","male","without_children",7153.86
1990,"Prime Age","American Indian","Unemployed","Below Poverty","female","with_children",12623.07
1990,"Prime Age","American Indian","Unemployed","Below Poverty","female","without_children",311.46
1990,"Prime Age","American Indian","Unemployed","Below Poverty","male","other",901.54
1990,"Prime Age","American Indian","Unemployed","Below Poverty","male","with_children",3454.54
1990,"Prime Age","American Indian","Unemployed","Below Poverty","male","without_children",4401.88
1990,"Prime Age","Asian/Pacific Island","Armed Forces","100-124 Percent of Poverty","male","with_children",1936
1990,"Prime Age","Asian/Pacific Island","Armed Forces","150+ Percent of Poverty","male","with_children",10267.17
1990,"Prime Age","Asian/Pacific Island","Armed Forces","150+ Percent of Poverty","male","without_children",742.61
1990,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","other",3645.17
1990,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","with_children",9054.06
1990,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","female","without_children",10331.43
1990,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","male","with_children",18707.1
1990,"Prime Age","Asian/Pacific Island","Employed","100-124 Percent of Poverty","male","without_children",14552.88
1990,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","female","with_children",14214.35
1990,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","female","without_children",6624.19
1990,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","male","with_children",27632.83
1990,"Prime Age","Asian/Pacific Island","Employed","125-149 Percent of Poverty","male","without_children",9950.47
1990,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","other",91038.64
1990,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","with_children",531599.7
1990,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","female","without_children",371327.99
1990,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","other",48072.63
1990,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","with_children",615832.68
1990,"Prime Age","Asian/Pacific Island","Employed","150+ Percent of Poverty","male","without_children",443935.38
1990,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","female","with_children",30275.56
1990,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","female","without_children",8982.78
1990,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","male","with_children",35889.17
1990,"Prime Age","Asian/Pacific Island","Employed","Below Poverty","male","without_children",22007.06
1990,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","other",2816.92
1990,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","with_children",21684.34
1990,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","without_children",8558.88
1990,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","male","with_children",2158.83
1990,"Prime Age","Asian/Pacific Island","NILF","100-124 Percent of Poverty","male","without_children",3732.83
1990,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","with_children",16967.67
1990,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","without_children",2452
1990,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","with_children",3626.85
1990,"Prime Age","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","without_children",2253.39
1990,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","other",21555.57
1990,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","with_children",203265.13
1990,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","without_children",77288.93
1990,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","other",7262.22
1990,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","with_children",12187.33
1990,"Prime Age","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","without_children",50993.28
1990,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","female","other",2614.82
1990,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","female","with_children",105743.89
1990,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","female","without_children",39954.15
1990,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","male","other",1615.65
1990,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","male","with_children",43100.65
1990,"Prime Age","Asian/Pacific Island","NILF","Below Poverty","male","without_children",21079.81
1990,"Prime Age","Asian/Pacific Island","Unemployed","100-124 Percent of Poverty","female","with_children",1901.28
1990,"Prime Age","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","female","other",788.25
1990,"Prime Age","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","female","with_children",2014.5
1990,"Prime Age","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","male","with_children",2185.03
1990,"Prime Age","Asian/Pacific Island","Unemployed","125-149 Percent of Poverty","male","without_children",3183.34
1990,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","other",1956.5
1990,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","with_children",18548.29
1990,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","without_children",15524.57
1990,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","other",6161.15
1990,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","with_children",8812.68
1990,"Prime Age","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","without_children",20697.39
1990,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","female","other",785.59
1990,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","female","without_children",1725.69
1990,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","male","with_children",4184.3
1990,"Prime Age","Asian/Pacific Island","Unemployed","Below Poverty","male","without_children",3593.98
1990,"Prime Age","Black","Armed Forces","100-124 Percent of Poverty","male","with_children",9927.71
1990,"Prime Age","Black","Armed Forces","125-149 Percent of Poverty","female","with_children",4480.35
1990,"Prime Age","Black","Armed Forces","125-149 Percent of Poverty","male","with_children",6179.67
1990,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","female","with_children",5701.34
1990,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","female","without_children",8566.94
1990,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","male","other",2686.92
1990,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","male","with_children",70017.12
1990,"Prime Age","Black","Armed Forces","150+ Percent of Poverty","male","without_children",26650.31
1990,"Prime Age","Black","Armed Forces","Below Poverty","male","other",976.77
1990,"Prime Age","Black","Armed Forces","Below Poverty","male","with_children",11063.38
1990,"Prime Age","Black","Employed","100-124 Percent of Poverty","female","other",18297.54
1990,"Prime Age","Black","Employed","100-124 Percent of Poverty","female","with_children",168906.06
1990,"Prime Age","Black","Employed","100-124 Percent of Poverty","female","without_children",40393.07
1990,"Prime Age","Black","Employed","100-124 Percent of Poverty","male","other",3445.22
1990,"Prime Age","Black","Employed","100-124 Percent of Poverty","male","with_children",63898.07
1990,"Prime Age","Black","Employed","100-124 Percent of Poverty","male","without_children",82663.94
1990,"Prime Age","Black","Employed","125-149 Percent of Poverty","female","other",18476.09
1990,"Prime Age","Black","Employed","125-149 Percent of Poverty","female","with_children",181346.67
1990,"Prime Age","Black","Employed","125-149 Percent of Poverty","female","without_children",40258.22
1990,"Prime Age","Black","Employed","125-149 Percent of Poverty","male","other",3795.57
1990,"Prime Age","Black","Employed","125-149 Percent of Poverty","male","with_children",92708.68
1990,"Prime Age","Black","Employed","125-149 Percent of Poverty","male","without_children",85026.27
1990,"Prime Age","Black","Employed","150+ Percent of Poverty","female","other",466401.49
1990,"Prime Age","Black","Employed","150+ Percent of Poverty","female","with_children",1798395.82
1990,"Prime Age","Black","Employed","150+ Percent of Poverty","female","without_children",1191594.95
1990,"Prime Age","Black","Employed","150+ Percent of Poverty","male","other",215361.57
1990,"Prime Age","Black","Employed","150+ Percent of Poverty","male","with_children",1315889.24
1990,"Prime Age","Black","Employed","150+ Percent of Poverty","male","without_children",1907140.22
1990,"Prime Age","Black","Employed","Below Poverty","female","other",36599.84
1990,"Prime Age","Black","Employed","Below Poverty","female","with_children",402050.05
1990,"Prime Age","Black","Employed","Below Poverty","female","without_children",85879.66
1990,"Prime Age","Black","Employed","Below Poverty","male","other",12362.17
1990,"Prime Age","Black","Employed","Below Poverty","male","with_children",148648.45
1990,"Prime Age","Black","Employed","Below Poverty","male","without_children",175509.33
1990,"Prime Age","Black","NILF","100-124 Percent of Poverty","female","other",8511.39
1990,"Prime Age","Black","NILF","100-124 Percent of Poverty","female","with_children",68024.16
1990,"Prime Age","Black","NILF","100-124 Percent of Poverty","female","without_children",40966.5
1990,"Prime Age","Black","NILF","100-124 Percent of Poverty","male","with_children",22934.74
1990,"Prime Age","Black","NILF","100-124 Percent of Poverty","male","without_children",60246.43
1990,"Prime Age","Black","NILF","125-149 Percent of Poverty","female","other",8849.19
1990,"Prime Age","Black","NILF","125-149 Percent of Poverty","female","with_children",63843.52
1990,"Prime Age","Black","NILF","125-149 Percent of Poverty","female","without_children",19990.42
1990,"Prime Age","Black","NILF","125-149 Percent of Poverty","male","other",3192.44
1990,"Prime Age","Black","NILF","125-149 Percent of Poverty","male","with_children",25089.45
1990,"Prime Age","Black","NILF","125-149 Percent of Poverty","male","without_children",47102.72
1990,"Prime Age","Black","NILF","150+ Percent of Poverty","female","other",84690.05
1990,"Prime Age","Black","NILF","150+ Percent of Poverty","female","with_children",232601.44
1990,"Prime Age","Black","NILF","150+ Percent of Poverty","female","without_children",198501.05
1990,"Prime Age","Black","NILF","150+ Percent of Poverty","male","other",20282.93
1990,"Prime Age","Black","NILF","150+ Percent of Poverty","male","with_children",50911.68
1990,"Prime Age","Black","NILF","150+ Percent of Poverty","male","without_children",242517.89
1990,"Prime Age","Black","NILF","Below Poverty","female","other",74348.53
1990,"Prime Age","Black","NILF","Below Poverty","female","with_children",673342.68
1990,"Prime Age","Black","NILF","Below Poverty","female","without_children",200113.98
1990,"Prime Age","Black","NILF","Below Poverty","male","other",8277.28
1990,"Prime Age","Black","NILF","Below Poverty","male","with_children",68070.24
1990,"Prime Age","Black","NILF","Below Poverty","male","without_children",234214.82
1990,"Prime Age","Black","Unemployed","100-124 Percent of Poverty","female","other",922.77
1990,"Prime Age","Black","Unemployed","100-124 Percent of Poverty","female","with_children",22239.46
1990,"Prime Age","Black","Unemployed","100-124 Percent of Poverty","female","without_children",10638.4
1990,"Prime Age","Black","Unemployed","100-124 Percent of Poverty","male","with_children",10999.35
1990,"Prime Age","Black","Unemployed","100-124 Percent of Poverty","male","without_children",30541.29
